animal_id,animal_subid,animal_area_pkid,animal_shelter_pkid,animal_place,animal_kind,animal_Variety,animal_sex,animal_bodytype,animal_colour,animal_age,animal_sterilization,animal_bacterin,animal_foundplace,animal_title,animal_status,animal_remark,animal_caption,animal_opendate,animal_closeddate,animal_update,animal_createtime,shelter_name,album_file,album_update,cDate,shelter_address,shelter_tel
425671,AAAHG1141013001,3,58,新北市五股區公立動物之家,貓,混種貓                 ,M,MEDIUM,虎斑色,CHILD,F,F,林口區中山路,,OPEN,,,2025-10-13,2999-12-31,,2025-10-13,新北市五股區公立動物之家,,,,新北市五股區外寮路9-9號,(02)82925265
425663,RAAAG1141012001,8,62,新竹市動物保護教育園區,狗,混種犬          ,M,MEDIUM,灰色,ADULT,T,F,延平路二段,,OPEN,,,2025-10-20,2999-12-31,2025-10-13,2025-10-12,新竹市動物保護教育園區,https://www.pet.gov.tw/upload/pic/1760319153135.png,,2025-10-13,新竹市南寮里海濱路250號,(03)5368329
425651,AAAFG1141012003,3,55,新北市淡水區公立動物之家,貓,混種貓                 ,F,BIG,,ADULT,N,F,,,OPEN,,,2025-10-12,2999-12-31,2025-10-12,2025-10-12,新北市淡水區公立動物之家,https://www.pet.gov.tw/upload/pic/1760257148962.png,,2025-10-12,新北市淡水區下圭柔山91之3號,(02)26267558
419796,GAAAG1140827004,11,69,彰化縣流浪狗中途之家,狗,混種犬          ,M,SMALL,虎斑色,CHILD,T,F,,,OPEN,114年9月22日早上十點開放現場認養，不接受線上預約,,2025-09-22,2999-12-31,2025-10-12,2025-08-27,彰化縣流浪狗中途之家,https://www.pet.gov.tw/upload/pic/1756261170385.png,,2025-10-12,彰化縣員林市大峰里阿寶巷426號(大門入口請由彰化縣芬園鄉大彰路一段875巷進入走到底),(04)8590638
401481,VAAAG114041402,2,49,臺北市動物之家,貓,混種貓                 ,M,MEDIUM,黑白色,ADULT,T,F,林森北路１１９巷,,OPEN,,,2025-10-12,2999-12-31,2025-10-12,2025-04-14,臺北市動物之家,https://www.pet.gov.tw/upload/pic/1744615505360.png,,2025-10-12,臺北市內湖區安美街191號,(02)87913254
407142,CAAAG1140527002,6,61,桃園市動物保護教育園區,貓,混種貓                 ,F,MEDIUM,,ADULT,N,F,大竹里大新路,,OPEN,,,2025-07-24,2999-12-31,2025-10-12,2025-05-27,桃園市動物保護教育園區,https://www.pet.gov.tw/upload/pic/1748307436500.png,,2025-10-12,桃園市新屋區永興里3鄰藻礁路1668號,(03)4861760
422236,GAAAG1140913002,11,69,彰化縣流浪狗中途之家,狗,混種犬          ,F,SMALL,黑色,CHILD,N,F,圳腳巷95號,,OPEN,,,2025-09-13,2999-12-31,2025-10-12,2025-09-13,彰化縣流浪狗中途之家,https://www.pet.gov.tw/upload/pic/1757743377909.png,,2025-10-12,彰化縣員林市大峰里阿寶巷426號(大門入口請由彰化縣芬園鄉大彰路一段875巷進入走到底),(04)8590638
31680,106091106,2,49,臺北市動物之家,狗,混種犬          ,M,SMALL,黑白色,CHILD,T,F,忠孝東路7段,,OPEN,「該動物暫時收容於原址，無開放參訪，如欲認養請填寫表單(https:reurl.ccOA6dry)，由專人與您聯絡預約互動時間。」*領養請洽訓犬師,,2018-03-18,2999-12-31,2025-10-11,2017-09-11,臺北市動物之家,https://www.pet.gov.tw/upload/pic/26011_106091106_5.jpg,,2025-10-11,臺北市內湖區安美街191號,(02)87913254
31614,106070802,2,49,臺北市動物之家,狗,混種犬          ,F,MEDIUM,黑色,ADULT,T,F,新光路2段,,OPEN,「該動物暫時收容於原址，無開放參訪，如欲認養請填寫表單(https:reurl.ccOA6dry)，由專人與您聯絡預約互動時間。」(所內絕育)友善，可碰，不親狗，指令:坐下，心絲蟲,,2021-04-11,2999-12-31,2025-10-11,2017-07-08,臺北市動物之家,https://www.pet.gov.tw/upload/pic/a07fa86f-7498-499c-b7cd-98230f352945.jpg,,2025-10-11,臺北市內湖區安美街191號,(02)87913254
31570,106052108,2,49,臺北市動物之家,狗,混種犬          ,M,BIG,虎斑色,ADULT,T,F,民生東路5段,,OPEN,「該動物暫時收容於原址，無開放參訪，如欲認養請填寫表單(https:reurl.ccOA6dry)，由專人與您聯絡預約互動時間。」(所內絕育)企圖咬人，非常認人，護食,,2021-04-11,2999-12-31,2025-10-11,2017-05-21,臺北市動物之家,https://www.pet.gov.tw/upload/pic/12ceb39c-f6aa-4456-82ab-62c410b62681.jpg,,2025-10-11,臺北市內湖區安美街191號,(02)87913254
59971,107080909,2,49,臺北市動物之家,狗,其他                  ,F,MEDIUM,棕色,ADULT,T,F,動物之家,,OPEN,汪汪您好，我是麻逆，有點小緊張，但摸摸抱抱都沒問題，我技能超多， 坐下、握手加換手、趴下、等、不可以、好，通通聽德懂！ 當然，前提您手中要有美食我才要指令喔。愛我就來帶我走！「該動物暫時收容於原址，無開放參訪，如欲認養請填寫表單(https:reurl.ccOA6dry)，由專人與您聯絡預約互動時間。」,,2021-03-25,2999-12-31,2025-10-11,2018-08-09,臺北市動物之家,https://www.pet.gov.tw/upload/pic/e64c8102-7d7a-4348-a58c-bfb56484d6d5.jpg,,2025-10-11,臺北市內湖區安美街191號,(02)87913254
31765,106111501,2,49,臺北市動物之家,狗,混種犬          ,F,MEDIUM,虎斑色,CHILD,T,F,民眾不擬續養,,OPEN,(所內絕育)汪！汪汪！我是莎莎汪！ 我是年輕貌美超級無敵過動兒， 我需要跟我一樣活潑好動的您和我一起跑跑跳跳， 我有分離焦慮，您若不在身邊，我會傷心緊張得汪汪叫， 需要您多多陪伴舒緩我的情緒和耐心教導喔！「該動物暫時收容於原址，無開放參訪，如欲認養請填寫表單(https:reurl.ccOA6dry)，由專人與您聯絡預約互動時間。」,,2021-04-10,2999-12-31,2025-10-11,2017-11-15,臺北市動物之家,https://www.pet.gov.tw/upload/pic/9d942f16-9d25-49d6-b62d-78e8b4f0995f.jpg,,2025-10-11,臺北市內湖區安美街191號,(02)87913254
31342,105031902,2,49,臺北市動物之家,狗,混種犬          ,M,SMALL,黑色,CHILD,T,F,重慶北路4段,,OPEN,「該動物暫時收容於原址，無開放參訪，如欲認養請填寫表單(https:reurl.ccOA6dry)，由專人與您聯絡預約互動時間。」(所內絕育)眼膿,,2021-04-10,2999-12-31,2025-10-11,2016-03-19,臺北市動物之家,https://www.pet.gov.tw/upload/pic/19693_105031902_1.jpg,,2025-10-11,臺北市內湖區安美街191號,(02)87913254
374528,VAAAG113091808,2,49,臺北市動物之家,貓,混種貓                 ,M,MEDIUM,黃色,ADULT,T,F,退回,,OPEN,原113051708,,2024-09-18,2999-12-31,2025-10-11,2024-09-18,臺北市動物之家,https://www.pet.gov.tw/upload/pic/1726646303772.png,,2025-10-11,臺北市內湖區安美街191號,(02)87913254
216012,110073003,2,49,臺北市動物之家,狗,混種犬          ,F,MEDIUM,黑棕色,ADULT,T,F,建明里   市民大道一段,,OPEN,右剪耳，11087 開放認養,,2021-08-07,2999-12-31,2025-10-11,2021-07-30,臺北市動物之家,https://www.pet.gov.tw/upload/pic/1671599836161.png,,2025-10-11,臺北市內湖區安美街191號,(02)87913254
425610,VAAAG114101101,2,49,臺北市動物之家,狗,混種犬          ,F,MEDIUM,黑色,CHILD,N,F, 知行路(原拾獲地址:知行公園),,OPEN,CPV(-),,2025-10-11,2999-12-31,2025-10-11,2025-10-11,臺北市動物之家,https://www.pet.gov.tw/upload/pic/1760153181794.png,,2025-10-11,臺北市內湖區安美街191號,(02)87913254
425611,VAAAG114101102,2,49,臺北市動物之家,狗,混種犬          ,F,MEDIUM,黑色,CHILD,N,F,知行路(原拾獲地址:知行公園),,OPEN,CPV(-),,2025-10-11,2999-12-31,2025-10-11,2025-10-11,臺北市動物之家,https://www.pet.gov.tw/upload/pic/1760153465680.png,,2025-10-11,臺北市內湖區安美街191號,(02)87913254
425613,VAAAG114101104,2,49,臺北市動物之家,狗,混種犬          ,F,MEDIUM,黑色,CHILD,N,F,知行路(原拾獲地址:知行公園),,OPEN,CPV(-),,2025-10-11,2999-12-31,2025-10-11,2025-10-11,臺北市動物之家,https://www.pet.gov.tw/upload/pic/1760153992177.png,,2025-10-11,臺北市內湖區安美街191號,(02)87913254
425614,VAAAG114101105,2,49,臺北市動物之家,狗,混種犬          ,F,MEDIUM,虎斑色,CHILD,N,F,知行路(原拾獲地址:知行公園),,OPEN,CPV(-),,2025-10-11,2999-12-31,2025-10-11,2025-10-11,臺北市動物之家,https://www.pet.gov.tw/upload/pic/1760154112912.png,,2025-10-11,臺北市內湖區安美街191號,(02)87913254
387710,VAAAG113122304,2,49,臺北市動物之家,貓,混種貓                 ,M,MEDIUM,虎斑白色,ADULT,T,F,新光里昆陽街140巷42弄,,OPEN,,,2025-01-14,2999-12-31,2025-10-11,2024-12-23,臺北市動物之家,https://www.pet.gov.tw/upload/pic/1735004276361.png,,2025-10-11,臺北市內湖區安美街191號,(02)87913254
407620,CAAAG1140529004,6,61,桃園市動物保護教育園區,貓,混種貓                 ,F,MEDIUM,黑虎斑色,ADULT,N,F,大竹里大新路,,OPEN,,,2025-07-24,2999-12-31,2025-10-11,2025-05-29,桃園市動物保護教育園區,https://www.pet.gov.tw/upload/pic/1748499959315.png,,2025-10-11,桃園市新屋區永興里3鄰藻礁路1668號,(03)4861760
335000,VAAAG112111703,2,49,臺北市動物之家,狗,混種犬          ,M,MEDIUM,黑色,ADULT,T,F,福德里 福德路,,OPEN,消瘦,,2024-02-19,2999-12-31,2025-10-11,2023-11-17,臺北市動物之家,https://www.pet.gov.tw/upload/pic/1700206847903.png,,2025-10-11,臺北市內湖區安美街191號,(02)87913254
421184,VAAAG114090608,2,49,臺北市動物之家,狗,混種犬          ,F,MEDIUM,黑色,ADULT,T,F,湖山路6巷(原拾獲地：陽明山國家公園職員宿舍),,OPEN,黑項圈，右剪耳，114.9.14 開放認養,,2025-09-14,2999-12-31,2025-10-11,2025-09-06,臺北市動物之家,https://www.pet.gov.tw/upload/pic/1757131501311.png,,2025-10-11,臺北市內湖區安美街191號,(02)87913254
423136,VAAAG114091905,2,49,臺北市動物之家,狗,混種犬          ,M,MEDIUM,黑色,ADULT,T,F, 碧山路,,OPEN,藍項圈，藍牽繩，無睪丸，114.9.27 開放認養,,2025-09-27,2999-12-31,2025-10-11,2025-09-19,臺北市動物之家,https://www.pet.gov.tw/upload/pic/1758264278022.png,,2025-10-11,臺北市內湖區安美街191號,(02)87913254
425607,AAAHG1141011001,3,58,新北市五股區公立動物之家,貓,混種貓                 ,F,MEDIUM,棕色,CHILD,F,F,林口區林口瑞平里5-1號,,OPEN,,,2025-10-11,2999-12-31,,2025-10-11,新北市五股區公立動物之家,,,,新北市五股區外寮路9-9號,(02)82925265
420212,AAAEG1140829001,3,53,新北市中和區公立動物之家,狗,混種犬          ,M,MEDIUM,白色,CHILD,T,F,淡水區,,OPEN,,,2025-10-11,2999-12-31,2025-10-11,2025-08-29,新北市中和區公立動物之家,https://www.pet.gov.tw/upload/pic/1756446044223.png,,2025-10-11,新北市中和區興南路三段100號,(02)86685547
422267,CAAAG1140914001,6,61,桃園市動物保護教育園區,貓,混種貓                 ,M,SMALL,虎斑白色,CHILD,N,F,民豐路與楊新路三段交叉口,,OPEN,,,2025-10-10,2999-12-31,2025-10-10,2025-09-14,桃園市動物保護教育園區,https://www.pet.gov.tw/upload/pic/1757815113705.png,,2025-10-10,桃園市新屋區永興里3鄰藻礁路1668號,(03)4861760
53510,QAAAG1070622001,4,48,基隆市寵物銀行,狗,混種犬          ,M,MEDIUM,黑色,ADULT,F,F,安和一街104號,,OPEN,,,2018-10-20,2999-12-31,2025-10-10,2018-06-22,基隆市寵物銀行,https://www.pet.gov.tw/upload/pic/1756706797563.png,,2025-10-10,基隆市七堵區大華三路45-12號(欣欣安樂園旁),(02)24560148
420987,AAAFG1140905001,3,55,新北市淡水區公立動物之家,狗,博美犬         ,M,SMALL,白色,ADULT,N,F,,,OPEN,,,,2999-12-31,2025-10-09,2025-10-01,新北市淡水區公立動物之家,https://www.pet.gov.tw/upload/pic/1757036046020.png,,2025-10-09,新北市淡水區下圭柔山91之3號,(02)26267558
425215,114-H050D,13,89,雲林縣流浪動物收容所,狗,混種犬          ,F,BIG,黑黃色,ADULT,T,F,口湖鄉台子村,,OPEN,,,2025-10-10,2999-12-31,2025-10-09,2025-10-01,雲林縣流浪動物收容所,https://www.pet.gov.tw/upload/pic/1759885092955.png,,2025-10-09,雲林縣斗六市雲林路二段517號,(05)5523300
425213,114-H049D,13,89,雲林縣流浪動物收容所,狗,混種犬          ,F,BIG,黑黃色,ADULT,T,F,口湖鄉台子村,,OPEN,,,2025-10-10,2999-12-31,2025-10-09,2025-10-01,雲林縣流浪動物收容所,https://www.pet.gov.tw/upload/pic/1759885023585.png,,2025-10-09,雲林縣斗六市雲林路二段517號,(05)5523300
425212,114-H048D,13,89,雲林縣流浪動物收容所,狗,混種犬          ,M,BIG,黑黃色,ADULT,T,F,崙背鄉五魁村,,OPEN,,,2025-10-10,2999-12-31,2025-10-09,2025-09-30,雲林縣流浪動物收容所,https://www.pet.gov.tw/upload/pic/1759884957866.png,,2025-10-09,雲林縣斗六市雲林路二段517號,(05)5523300
425210,114-B082D,13,89,雲林縣流浪動物收容所,狗,混種犬          ,F,BIG,虎斑色,ADULT,T,F,古坑鄉崁腳村,,OPEN,,,2025-10-10,2999-12-31,2025-10-09,2025-10-02,雲林縣流浪動物收容所,https://www.pet.gov.tw/upload/pic/1759884848264.png,,2025-10-09,雲林縣斗六市雲林路二段517號,(05)5523300
425562,S141009-08,16,74,臺南市動物之家善化站,狗,混種犬          ,M,MEDIUM,黑白色,ADULT,F,F,,,OPEN,本站動物皆採現場互動面談後評估能否認養，不接受電話或系統上預約。,,,2999-12-31,2025-10-09,2025-10-09,臺南市動物之家善化站,https://www.pet.gov.tw/upload/pic/1759999337098.png,,2025-10-09,臺南市善化區昌隆里東勢寮1~19號,(06)5832399
381538,QAAAG1131111001,4,48,基隆市寵物銀行,狗,混種犬          ,M,MEDIUM,黑色,ADULT,T,F,東光派出所,,OPEN,,,2025-01-08,2999-12-31,2025-10-09,2024-11-11,基隆市寵物銀行,https://www.pet.gov.tw/upload/pic/1756784789939.png,,2025-10-09,基隆市七堵區大華三路45-12號(欣欣安樂園旁),(02)24560148
369486,VAAAG113081101,2,49,臺北市動物之家,貓,混種貓                 ,M,MEDIUM,黑白色,ADULT,T,F,平等里平菁街,,OPEN,,,2024-08-19,2999-12-31,2025-10-09,2024-08-11,臺北市動物之家,https://www.pet.gov.tw/upload/pic/1723426969367.png,,2025-10-09,臺北市內湖區安美街191號,(02)87913254
424250,W140930-03,16,73,臺南市動物之家灣裡站,狗,法國鬥牛犬,M,MEDIUM,黑色,ADULT,T,F,復國路86號附近,,OPEN,HW(+),,2025-10-08,2999-12-31,2025-10-09,2025-09-30,臺南市動物之家灣裡站,https://www.pet.gov.tw/upload/pic/1759223677676.png,,2025-10-09,臺南市南區省躬里14鄰萬年路580巷92號,(06)2964439
425538,GAAAG1141009006,11,69,彰化縣流浪狗中途之家,狗,混種犬          ,M,MEDIUM,黑黃色,ADULT,T,F,鹿港體育場,,OPEN,114年10月17日早上10點開放現場認養，不接受線上預約,,2025-10-17,2999-12-31,2025-10-09,2025-10-09,彰化縣流浪狗中途之家,https://www.pet.gov.tw/upload/pic/1759993013951.png,,2025-10-09,彰化縣員林市大峰里阿寶巷426號(大門入口請由彰化縣芬園鄉大彰路一段875巷進入走到底),(04)8590638
425535,GAAAG1141009004,11,69,彰化縣流浪狗中途之家,狗,混種犬          ,M,MEDIUM,棕色,ADULT,T,F,鹿港體育場,,OPEN,114年10月17日早上10點開放現場認養，不接受線上預約,,2025-10-17,2999-12-31,2025-10-09,2025-10-09,彰化縣流浪狗中途之家,https://www.pet.gov.tw/upload/pic/1759992855755.png,,2025-10-09,彰化縣員林市大峰里阿寶巷426號(大門入口請由彰化縣芬園鄉大彰路一段875巷進入走到底),(04)8590638
425534,GAAAG1141009003,11,69,彰化縣流浪狗中途之家,狗,混種犬          ,M,MEDIUM,黃色,ADULT,T,F,鹿港體育場,,OPEN,114年10月17日早上10點開放現場認養，不接受線上預約,,2025-10-17,2999-12-31,2025-10-09,2025-10-09,彰化縣流浪狗中途之家,https://www.pet.gov.tw/upload/pic/1759992701503.png,,2025-10-09,彰化縣員林市大峰里阿寶巷426號(大門入口請由彰化縣芬園鄉大彰路一段875巷進入走到底),(04)8590638
425527,VAAAG114100901,2,49,臺北市動物之家,狗,混種犬          ,F,SMALL,黑白色,CHILD,N,F,湖田里竹子湖路,,OPEN,CPV(-)，右下頜腫,,2025-10-09,2999-12-31,2025-10-09,2025-10-09,臺北市動物之家,https://www.pet.gov.tw/upload/pic/1759989536371.png,,2025-10-09,臺北市內湖區安美街191號,(02)87913254
409542,AAACG1140613005,3,51,新北市新店區公立動物之家,狗,混種犬          ,M,BIG,黑黃色,ADULT,T,F,中生街17號,,OPEN,,,2025-06-13,2999-12-31,2025-10-09,2025-06-13,新北市新店區公立動物之家,https://www.pet.gov.tw/upload/pic/1750138157717.png,,2025-10-09,新北市新店區安泰路235號,(02)22159462
425522,AAACG1141009003,3,51,新北市新店區公立動物之家,貓,混種貓                 ,F,MEDIUM,,CHILD,F,F,汐止區汐萬路一段333巷,,OPEN,,,2025-10-09,2999-12-31,,2025-10-09,新北市新店區公立動物之家,,,,新北市新店區安泰路235號,(02)22159462
425521,AAACG1141009002,3,51,新北市新店區公立動物之家,貓,混種貓                 ,F,BIG,三花色,ADULT,T,F,烏來區野要街91號-2,,OPEN,,,2025-10-09,2999-12-31,,2025-10-09,新北市新店區公立動物之家,,,,新北市新店區安泰路235號,(02)22159462
425520,AAACG1141009001,3,51,新北市新店區公立動物之家,貓,混種貓                 ,M,MEDIUM,黑色,CHILD,F,F,新店區安豐路2號,,OPEN,,,2025-10-09,2999-12-31,,2025-10-09,新北市新店區公立動物之家,,,,新北市新店區安泰路235號,(02)22159462
401427,OAAAG1140414004,19,79,花蓮縣狗貓躍動園區,狗,混種犬          ,F,MEDIUM,黑白色,CHILD,T,F,中華路271巷26號,,OPEN,認養動物需現場互動評估，欲認養請先來電預約，恕不作保留。,,2025-05-16,2999-12-31,2025-10-09,2025-04-14,花蓮縣狗貓躍動園區,https://www.pet.gov.tw/upload/pic/1744610769054.png,,2025-10-09,花蓮縣鳳林鎮林榮里永豐路255號,(03)8421452
401424,OAAAG1140414002,19,79,花蓮縣狗貓躍動園區,狗,混種犬          ,F,MEDIUM,黑白色,CHILD,T,F,中華路271巷26號,,OPEN,認養動物需現場互動評估，欲認養請先來電預約，恕不作保留。,,2025-05-16,2999-12-31,2025-10-09,2025-04-14,花蓮縣狗貓躍動園區,https://www.pet.gov.tw/upload/pic/1744610644651.png,,2025-10-09,花蓮縣鳳林鎮林榮里永豐路255號,(03)8421452
415994,1141335,5,78,宜蘭縣流浪動物中途之家,狗,柴犬                  ,M,BIG,棕色,ADULT,N,F,三星鄉集安路,,OPEN,,,2025-10-16,2999-12-31,2025-10-09,2025-07-28,宜蘭縣流浪動物中途之家,https://www.pet.gov.tw/upload/pic/1753693691035.png,,2025-10-09,宜蘭縣五結鄉成興村利寶路60號,(03)9602350620
415992,1141334,5,78,宜蘭縣流浪動物中途之家,狗,柴犬                  ,M,BIG,棕色,ADULT,N,F,三星鄉集安路,,OPEN,,,2025-10-16,2999-12-31,2025-10-09,2025-07-28,宜蘭縣流浪動物中途之家,https://www.pet.gov.tw/upload/pic/1753693656971.png,,2025-10-09,宜蘭縣五結鄉成興村利寶路60號,(03)9602350620
415988,1141333,5,78,宜蘭縣流浪動物中途之家,狗,柴犬                  ,F,BIG,棕色,ADULT,F,F,三星鄉集安路,,OPEN,,,2025-10-14,2999-12-31,2025-10-09,2025-07-28,宜蘭縣流浪動物中途之家,https://www.pet.gov.tw/upload/pic/1753693627537.png,,2025-10-09,宜蘭縣五結鄉成興村利寶路60號,(03)9602350620
415986,1141332,5,78,宜蘭縣流浪動物中途之家,狗,柴犬                  ,F,BIG,棕色,ADULT,F,F,三星鄉集安路,,OPEN,,,2025-10-14,2999-12-31,2025-10-09,2025-07-28,宜蘭縣流浪動物中途之家,https://www.pet.gov.tw/upload/pic/1753693601068.png,,2025-10-09,宜蘭縣五結鄉成興村利寶路60號,(03)9602350620
416055,EAAAG1140729003,9,96,苗栗縣動物保護教育園區,狗,混種犬          ,M,SMALL,黑棕色,CHILD,T,F,後龍鎮龍坑里,,OPEN,,,2025-07-29,2999-12-31,2025-10-09,2025-07-26,苗栗縣動物保護教育園區,https://www.pet.gov.tw/upload/pic/1753761289093.png,,2025-10-09,苗栗縣銅鑼鄉朝陽村6鄰朝北55-1號(地圖：https:／／goo.gl/maps/Bd4sckpEPsrof7Qb8),(037)558228
425204,S141007-07,16,74,臺南市動物之家善化站,狗,混種犬          ,M,SMALL,黃色,ADULT,N,F,,,OPEN,本站動物皆採現場互動面談後評估能否認養，不接受電話或系統上預約。,,2025-10-14,2999-12-31,2025-10-09,2025-10-07,臺南市動物之家善化站,https://www.pet.gov.tw/upload/pic/1759884260264.png,,2025-10-09,臺南市善化區昌隆里東勢寮1~19號,(06)5832399
424789,PAAAG1141002002,21,83,澎湖縣流浪動物收容中心,狗,混種犬          ,F,MEDIUM,黃色,CHILD,F,F,文山路225巷,,OPEN,,,2025-10-17,2999-12-31,2025-10-07,2025-10-02,澎湖縣流浪動物收容中心,https://www.pet.gov.tw/upload/pic/1759978430168.png,,2025-10-07,澎湖縣馬公市烏崁里260、261號,(06)9213559
425472,PAAAG1141008007,21,83,澎湖縣流浪動物收容中心,狗,混種犬          ,F,SMALL,黑黃色,CHILD,F,F,文山路225巷,,OPEN,,,2025-10-24,2999-12-31,2025-10-09,2025-10-08,澎湖縣流浪動物收容中心,https://www.pet.gov.tw/upload/pic/1759977876134.png,,2025-10-09,澎湖縣馬公市烏崁里260、261號,(06)9213559
424360,AAAEG1140930001,3,53,新北市中和區公立動物之家,狗,混種犬          ,M,MEDIUM,黑色,ADULT,T,F,土城區廣福街68巷,,OPEN,,,2025-09-30,2999-12-31,2025-10-09,2025-10-01,新北市中和區公立動物之家,https://www.pet.gov.tw/upload/pic/1759230053646.png,,2025-10-09,新北市中和區興南路三段100號,(02)86685547
422793,AAACG1140917002,3,51,新北市新店區公立動物之家,狗,萬能梗                 ,F,MEDIUM,白色,ADULT,T,F,福園路8-1號.活動中心後方,,OPEN,,,,2999-12-31,2025-10-09,2025-10-01,新北市新店區公立動物之家,https://www.pet.gov.tw/upload/pic/1758081452955.png,,2025-10-09,新北市新店區安泰路235號,(02)22159462
422789,AAACG1140917001,3,51,新北市新店區公立動物之家,狗,臘腸犬,M,SMALL,黑黃色,ADULT,F,F,汐萬路三段66號旁,,OPEN,,,,2999-12-31,2025-10-09,2025-10-01,新北市新店區公立動物之家,https://www.pet.gov.tw/upload/pic/1758081286850.png,,2025-10-09,新北市新店區安泰路235號,(02)22159462
421454,AAACG1140908004,3,51,新北市新店區公立動物之家,貓,混種貓                 ,F,MEDIUM,虎斑色,ADULT,F,F,長江街河堤上,,OPEN,,,,2999-12-31,2025-10-09,2025-10-01,新北市新店區公立動物之家,https://www.pet.gov.tw/upload/pic/1757319730068.png,,2025-10-09,新北市新店區安泰路235號,(02)22159462
421256,AAADG2025090602,3,50,新北市板橋區公立動物之家,狗,混種犬          ,M,MEDIUM,黑色,ADULT,T,F,龜山區,,OPEN,,,2025-09-06,2999-12-31,2025-10-08,2025-10-06,新北市板橋區公立動物之家,https://www.pet.gov.tw/upload/pic/1757145935465.png,,2025-10-08,新北市板橋區板城路28-1號,(02)89662158
423883,AAAHG1140925002,3,58,新北市五股區公立動物之家,貓,混種貓                 ,M,MEDIUM,虎斑色,CHILD,F,F,五股區成泰路三段,,OPEN,,,2025-09-25,2999-12-31,2025-10-08,2025-09-25,新北市五股區公立動物之家,https://www.pet.gov.tw/upload/pic/1758793178718.png,,2025-10-08,新北市五股區外寮路9-9號,(02)82925265
425372,AAAIG1141008012,3,59,新北市八里區公立動物之家,貓,混種貓                 ,F,MEDIUM,虎斑色,ADULT,F,F,八里區龍米路一段,,OPEN,,,2025-10-08,2999-12-31,,2025-10-08,新北市八里區公立動物之家,,,,新北市八里區長坑里6鄰長坑道路36號,(02)26194428
424910,CAAAG1141003003,6,61,桃園市動物保護教育園區,狗,混種犬          ,F,SMALL,黑色,ADULT,N,F,,,OPEN,我在南昌動物保護教育園區。1141016 10：00開放抽籤領養。10：00截止，有排隊都可以參與，排隊民眾登記完開始抽籤。混法鬥。 有興趣認養之民眾可先至南昌動保園區與狗狗互動 每周二、四、五、六、日9：30-16：00開放互動。可至桃園市動保處網站查詢領養犬隻需準備事項。,,2025-10-16,2999-12-31,2025-10-08,2025-10-03,桃園市動物保護教育園區,https://www.pet.gov.tw/upload/pic/1759470242702.png,,2025-10-08,桃園市新屋區永興里3鄰藻礁路1668號,(03)4861760
425367,AAAIG1141008011,3,59,新北市八里區公立動物之家,貓,混種貓                 ,F,MEDIUM,虎斑色,ADULT,F,F,八里區龍米路一段,,OPEN,,,2025-10-08,2999-12-31,,2025-10-08,新北市八里區公立動物之家,,,,新北市八里區長坑里6鄰長坑道路36號,(02)26194428
425299,AAAIG1141008006,3,59,新北市八里區公立動物之家,貓,混種貓                 ,F,SMALL,黃虎斑色,CHILD,F,F,新莊區民安西路,,OPEN,此貓目前在宜加寵物生活館-新和店 (地址: 新北市新莊區中和街28號， 電話:02-29982211),,2025-10-08,2999-12-31,2025-10-08,2025-10-08,新北市八里區公立動物之家,https://www.pet.gov.tw/upload/pic/1759902408336.png,,2025-10-08,新北市八里區長坑里6鄰長坑道路36號,(02)26194428
425361,AAAIG1141008010,3,59,新北市八里區公立動物之家,貓,混種貓                 ,F,MEDIUM,虎斑色,ADULT,F,F,八里區龍米路一段,,OPEN,,,2025-10-08,2999-12-31,,2025-10-08,新北市八里區公立動物之家,,,,新北市八里區長坑里6鄰長坑道路36號,(02)26194428
418175,VAAAG114081302,2,49,臺北市動物之家,貓,混種貓                 ,M,SMALL,虎斑色,CHILD,F,F,大度路三段296巷,,OPEN,該動物目前保母攜出照顧中 尚未在所內；FPV(-),,2025-08-13,2999-12-31,2025-10-08,2025-08-13,臺北市動物之家,https://www.pet.gov.tw/upload/pic/1755065371840.png,,2025-10-08,臺北市內湖區安美街191號,(02)87913254
425357,AAAIG1141008009,3,59,新北市八里區公立動物之家,貓,混種貓                 ,F,MEDIUM,虎斑色,ADULT,F,F,八里區龍米路一段,,OPEN,,,2025-10-08,2999-12-31,,2025-10-08,新北市八里區公立動物之家,,,,新北市八里區長坑里6鄰長坑道路36號,(02)26194428
407218,VAAAG114052704,2,49,臺北市動物之家,貓,混種貓                 ,F,MEDIUM,三花色,ADULT,T,F,延平北路七段,,OPEN,收容所在位置「TAS浪愛滿屋」認養站,,2025-07-06,2999-12-31,2025-10-08,2025-05-27,臺北市動物之家,https://www.pet.gov.tw/upload/pic/1748339979745.png,,2025-10-08,臺北市內湖區安美街191號,(02)87913254
425343,AAAIG1141008008,3,59,新北市八里區公立動物之家,貓,混種貓                 ,F,MEDIUM,虎斑色,ADULT,F,F,八里區龍米路一段,,OPEN,,,2025-10-08,2999-12-31,,2025-10-08,新北市八里區公立動物之家,,,,新北市八里區長坑里6鄰長坑道路36號,(02)26194428
